CountryCode,Country,SeriesCode,MDG,Series,1990,Footnotes,Type,1991,Footnotes,Type,1992,Footnotes,Type,1993,Footnotes,Type,1994,Footnotes,Type,1995,Footnotes,Type,1996,Footnotes,Type,1997,Footnotes,Type,1998,Footnotes,Type,1999,Footnotes,Type,2000,Footnotes,Type,2001,Footnotes,Type,2002,Footnotes,Type,2003,Footnotes,Type,2004,Footnotes,Type,2005,Footnotes,Type,2006,Footnotes,Type,2007,Footnotes,Type,2008,Footnotes,Type,2009,Footnotes,Type,2010,Footnotes,Type,2011,Footnotes,Type,2012,Footnotes,Type,2013,Footnotes,Type,2014,Footnotes,Type,2015,Footnotes,Type,2016,Footnotes,Type,2017,Footnotes,Type
"266","Gabon","743","N","Primary completion rate, both sexes","","","","","","","60.3","","C","","","","","","","66.9","","C","67.7","","C","69.9","","C","","","","","","","","",""," "," "," ","74.4","","C","72.4","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"270","Gambia","743","N","Primary completion rate, both sexes","","","","","","","41.8","","C","39.6","","C","38.6","","C","41.0","","C","48.3","","C","46.7","","C","","","","71.4","","E","71.9","","E","74.0","","E","72.2","","E","75.7","","C","74.6","","C","71.5","","C","69.6","","E","76.8","","C","82.3","","C","","","","73.8","","C","69.3","","C","70.3","","C","70.5","","C","","",""," "," "," "," "," "," "," "," "," "
"268","Georgia","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","84.3","","C","85.8","","C","85.5","","C","","","","84.1","","C","98.1","","C","101.0","","C","98.1","","C","89.8","","C","95.8","","C","85.8","","C","84.6","","C","94.7","","C","102.2","","C","109.9","","C","115.7","","C","","","","108.1","","C","108.6","","C","","",""," "," "," "," "," "," "," "," "," "
"276","Germany","743","N","Primary completion rate, both sexes","","","","","","","","","","96.0","","C","92.6","","C","92.8","","C","94.2","","C","96.7","","C","","","","100.0","","C","102.5","","C","103.5","","C","99.1","","C","98.0","","C","96.9","","C","94.9","","C","97.1","","C","102.4","","C","101.3","","C","101.8","","C","101.1","","C","100.4","","C","98.0","","C","98.3","","C","","",""," "," "," "," "," "," "," "," "," "
"288","Ghana","743","N","Primary completion rate, both sexes","","","","65.6","","C","67.7","","C","","","","","","","","","","","","","","","","","","","68.7","","C","71.8","","C","68.0","","C","69.3","","C","70.1","","C","68.8","","C","74.5","","C","71.2","","E","77.4","","E","83.7","","C","85.7","","C","","","","92.9","","C","98.2","","C","98.5","","C","96.7","","C"," "," "," "," "," "," "," "," "," "
"300","Greece","743","N","Primary completion rate, both sexes","","","","","","","99.4","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.9","","C","100.4","","C","103.8","","C","101.9","","C","","","","","","","100.3","","C","98.2","","C","101.3","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"304","Greenland","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"308","Grenada","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.9","","C","","","","","","","91.4","","C","100.3","","C","","","","102.3","","C","","","","97.6","","C","110.5","","C","121.1","","C","111.5","","E","","","","","","","94.5","","C","","",""," "," "," "," "," "," "," "," "," "
"312","Guadeloupe","743","N","Primary completion rate, both sexes","","","","101.7","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"316","Guam","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"320","Guatemala","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","48.1","","C","","","","","","","53.1","","C","57.8","","C","60.4","","C","64.1","","C","","","","70.0","","C","73.8","","C","76.8","","C","77.5","","C","80.3","","C","83.8","","C","85.9","","C","87.7","","C","86.1","","C","85.6","","C","","",""," "," "," "," "," "," "," "," "," "
"324","Guinea","743","N","Primary completion rate, both sexes","20.0","","C","17.7","","C","17.2","","C","19.1","","C","19.8","","C","19.3","","C","29.2","","C","","","","24.4","","C","28.2","","C","31.1","","C","33.2","","C","37.5","","C","37.9","","C","48.1","","C","54.6","","C","59.3","","C","59.5","","C","52.2","","C","58.4","","C","58.5","","C"," "," "," ","61.5","","C","62.0","","C","","",""," "," "," "," "," "," "," "," "," "
"624","Guinea-Bissau","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.7","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.0","","C","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"328","Guyana","743","N","Primary completion rate, both sexes","","","","","","","97.4","","C","97.2","","C","","","","81.0","","C","82.6","","C","87.4","","C","","","","101.4","","C","101.9","","C","85.8","","C","","","","77.7","","C","","","","103.1","","C","103.6","","C","99.1","","C","97.6","","C","98.6","","C","90.7","","C","91.6","","C","85.3","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"332","Haiti","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","48.1","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"340","Honduras","743","N","Primary completion rate, both sexes","","","","64.1","","C","67.3","","C","69.2","","C","70.8","","C","69.9","","C","70.9","","C","71.4","","C","72.2","","C","","","","","","","","","","","","","80.3","","C"," "," "," ","81.6","","C","88.8","","C","","","","89.9","","C","93.1","","C","98.2","","C","101.0","","C","100.1","","C","93.1","","C","","",""," "," "," "," "," "," "," "," "," "
"348","Hungary","743","N","Primary completion rate, both sexes","81.9","","C","79.5","","C","85.2","","C","89.9","","C","","","","","","","","","","97.9","","C","98.5","","C","96.0","","C","96.4","","C","98.0","","C","99.4","","C","96.2","","C","94.6","","C","93.8","","C","98.6","","C","95.7","","C","97.8","","C","98.2","","C","98.6","","C","","","","98.8","","C","98.3","","C","","",""," "," "," "," "," "," "," "," "," "
"352","Iceland","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","89.6","","C","90.0","","C","97.6","","C","107.9","","C","103.0","","C","108.0","","C","98.5","","C","100.1","","C","99.5","","C","97.4","","C","96.3","","C","99.8","","C","97.7","","C","98.5","","C","96.7","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"356","India","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","73.9","","C","","","","","","","","","","70.0","","C","72.9","","C","73.7","","C","77.2","","C","81.8","","C"," "," "," "," "," "," "," "," "," ","","","","98.3","","C","99.6","","C","","","","96.5","","C","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"360","Indonesia","743","N","Primary completion rate, both sexes","94.8","","C","91.7","","C","90.1","","C","93.6","","C","96.1","","C","96.0","","C","94.9","","C","95.5","","C","","","","","","","","","","95.0","","C","96.6","","C","97.4","","C","97.4","","C","96.0","","E","94.2","","C","98.4","","C","98.7","","C","100.7","","C","102.7","","C","99.7","","C","104.5","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"364","Iran (Islamic Republic of)","743","N","Primary completion rate, both sexes","84.6","","C","88.2","","C","91.5","","C","96.9","","C","94.9","","C","98.8","","C","","","","97.3","","C","","","","","","","92.7","","C","96.5","","C","96.6","","C","93.2","","C","103.8","","C","107.1","","C","99.8","","C","95.7","","C","98.4","","C","102.6","","C","104.4","","C","104.0","","C","102.2","","C","103.9","","C","","",""," "," "," "," "," "," "," "," "," "
"368","Iraq","743","N","Primary completion rate, both sexes","","","","","","","","","","59.3","","C","","","","","","","","","","","","","","","","56.6","","E","55.5","","C","","","","","","","","","","79.1","","C","","","","","","","66.3","","E"," "," "," ","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"372","Ireland","743","N","Primary completion rate, both sexes","","","","","","","103.1","","C","104.0","","C","102.2","","C","101.1","","C","","","","","","","94.6","","C","95.9","","C","94.6","","C","91.6","","C","94.1","","C","97.3","","C","97.9","","C","95.3","","C"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"376","Israel","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.5","","C","104.6","","C","108.1","","C","104.1","","C","102.7","","C","103.5","","C","100.2","","C","103.3","","C","101.6","","C","101.0","","C","106.1","","C","102.0","","C","","",""," "," "," "," "," "," "," "," "," "
"380","Italy","743","N","Primary completion rate, both sexes","99.8","","C","97.6","","C","98.7","","C","","","","101.0","","C","99.9","","C","100.5","","C","97.1","","C","","","","101.4","","C","101.9","","C","104.4","","C","102.4","","C","102.1","","C","100.0","","C","98.1","","C","98.9","","C","101.2","","C","104.5","","C","102.1","","C","102.2","","C","102.7","","C","98.8","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"388","Jamaica","743","N","Primary completion rate, both sexes","97.0","","C","94.2","","C","","","","90.6","","C","","","","","","","","","","","","","","","","","","","87.9","","C","81.9","","C","87.9","","C"," "," "," ","88.0","","C","","","","","",""," "," "," ","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","",""," "," "," "," "," "," "," "," "," "
"392","Japan","743","N","Primary completion rate, both sexes","103.4","","C","103.3","","C","101.2","","C","","","","98.9","","C","","","","","","","","","","103.1","","C","102.7","","C","102.4","","C","102.7","","C","99.4","","C","99.1","","C","100.9","","C","101.1","","C","100.9","","C","104.3","","C","","","","101.4","","C","100.6","","C","102.1","","C","102.1","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"400","Jordan","743","N","Primary completion rate, both sexes","95.7","","C","97.6","","C","97.5","","C","96.1","","C","98.8","","C","","","","95.5","","C","","","","","","","97.8","","C","101.0","","C","","","","98.0","","C","101.0","","C","101.2","","C","104.1","","C","101.2","","E","105.8","","E","105.4","","E"," "," "," "," "," "," ","92.8","","C"," "," "," ","","","","","",""," "," "," "," "," "," "," "," "," "
"398","Kazakhstan","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","108.3","","C","104.3","","C","","","","102.2","","C","98.2","","C","","","","94.9","","E","97.3","","C","98.6","","C","99.9","","C","106.8","","C","107.6","","C","103.5","","C","99.8","","C","102.5","","C","101.8","","C","103.1","","C","108.4","","C","101.5","","C","102.2","","C"," "," "," "," "," "," "," "," "," "," "," "," "
"404","Kenya","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.8","","C","90.7","","E","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"296","Kiribati","743","N","Primary completion rate, both sexes","102.8","","C","113.5","","C","112.8","","C","108.5","","C","110.7","","C","113.0","","C","125.1","","C","127.6","","C","","","","110.9","","C","102.1","","C","119.4","","C","111.2","","C","115.7","","C","116.0","","C","117.1","","C","114.7","","C","124.4","","C","115.2","","C","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"408","Korea, Democratic People's Republic of","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," ","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"410","Korea, Republic of","743","N","Primary completion rate, both sexes","99.2","","C","97.3","","C","109.0","","C","109.1","","C","111.7","","C","111.4","","C","","","","","","","100.2","","C","104.5","","C","104.1","","C","100.7","","C","96.0","","C","102.6","","C","101.7","","C","99.5","","C","100.2","","C","101.5","","C","99.5","","C","100.2","","C","100.0","","C","103.0","","C","","","","110.5","","C","104.5","","C"," "," "," "," "," "," "," "," "," "
"414","Kuwait","743","N","Primary completion rate, both sexes","","","","","","","57.0","","C","","","","85.6","","C","81.0","","C","119.4","","C","117.0","","C","","","","114.8","","C","114.6","","C","101.2","","C","106.7","","C","110.0","","C","110.0","","C","118.0","","C"," "," "," ","107.8","","C","","",""," "," "," "," "," "," "," "," "," "," "," "," ","","","","","",""," "," "," "," "," "," "," "," "," "
"417","Kyrgyzstan","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","103.4","","C","99.7","","C","","","","","","","93.6","","C","93.4","","C","93.3","","C","93.5","","C","90.8","","C","93.4","","C","98.4","","C","102.0","","C","96.9","","C","94.9","","C","97.2","","C","96.6","","C","95.8","","C","97.7","","C","103.0","","C","","",""," "," "," "," "," "," "," "," "," "
"418","Lao People's Democratic Republic","743","N","Primary completion rate, both sexes","43.5","","C","","","","40.5","","C","43.6","","C","48.7","","C","","","","56.8","","C","59.6","","C","63.8","","C","69.0","","C","67.1","","C","66.9","","C","67.1","","C","66.3","","C","66.4","","C","68.4","","C","71.7","","C","73.6","","C","75.5","","C","78.4","","C","82.9","","C","90.1","","C","95.1","","C","101.0","","C","","",""," "," "," "," "," "," "," "," "," "
"428","Latvia","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","73.8","","C","73.7","","C","88.2","","C","","","","94.9","","C","96.2","","C","100.0","","C","98.4","","C","101.4","","C","95.4","","C","91.5","","C","91.0","","C","92.3","","C","92.0","","C","91.3","","C","96.3","","C","98.7","","C","103.3","","C","106.1","","C","","",""," "," "," "," "," "," "," "," "," "
"422","Lebanon","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","97.9","","C","103.3","","C","120.1","","E","115.4","","E","111.8","","E","103.4","","E","98.4","","E","91.1","","E","83.1","","E","80.5","","C","82.2","","C","84.8","","C","84.0","","C","86.8","","C","84.7","","C","86.2","","C","89.3","","C","","",""," "," "," "," "," "," "," "," "," "
"426","Lesotho","743","N","Primary completion rate, both sexes","59.6","","C","60.3","","C","63.0","","C","62.9","","C","65.3","","C","69.2","","C","66.9","","C","66.4","","C","66.6","","C","65.2","","C","63.7","","C","65.6","","C","66.4","","C","67.9","","C","69.7","","C","64.1","","C","80.4","","C","75.0","","C","72.0","","C","71.4","","E","73.1","","C","72.6","","E","72.5","","C","74.1","","C","","",""," "," "," "," "," "," "," "," "," "
"430","Liberia","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.7","","E","","","","61.2","","C","60.4","","C","","","","65.2","","C","","","","","","","58.8","","C"," "," "," "," "," "," "," "," "," "
"434","Libyan Arab Jamahiriya","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"438","Liechtenstein","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.4","","C","109.0","","C","","","","101.8","","C","102.9","","C","103.6","","C","94.6","","C","111.1","","C","100.7","","C","102.2","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"440","Lithuania","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","93.3","","C","97.6","","C","99.3","","C","","","","97.3","","C","97.7","","C","104.0","","C","105.3","","C","107.7","","C","101.7","","C","94.4","","C","97.0","","C","100.5","","C","97.1","","C","101.5","","C","105.3","","C","101.0","","C","98.2","","C","96.4","","C","","",""," "," "," "," "," "," "," "," "," "
"442","Luxembourg","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," ","","",""," "," "," ","","","","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","84.0","","C","84.4","","C","85.3","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"450","Madagascar","743","N","Primary completion rate, both sexes","35.0","","C","34.7","","C","32.6","","C","34.2","","C","31.5","","C","31.0","","C","30.7","","C","","","","30.2","","C","33.0","","E","35.9","","C","35.6","","C","35.7","","C","39.6","","C","45.5","","C","57.8","","C","56.7","","C","60.9","","C","67.3","","C","74.0","","C","70.5","","C","71.0","","C","69.5","","C","68.5","","C","","",""," "," "," "," "," "," "," "," "," "
"454","Malawi","743","N","Primary completion rate, both sexes","28.2","","C","31.6","","C","35.6","","C","38.6","","C","42.0","","C","55.8","","C","65.2","","C","","","","","","","67.1","","C","65.2","","C","65.3","","C","67.6","","C","","","","58.0","","C","57.7","","C","57.6","","C","58.7","","C","63.5","","C","65.3","","C","67.7","","C","70.6","","C","74.2","","C","75.3","","E","","",""," "," "," "," "," "," "," "," "," "
"458","Malaysia","743","N","Primary completion rate, both sexes","87.9","","C","89.2","","C","","","","92.1","","C","","","","","","","","","","","","","97.1","","C","95.0","","C"," "," "," "," "," "," ","92.2","","C","92.5","","C","96.9","","C","100.5","","C"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","","",""," "," "," "," "," "," "," "," "," "
"462","Maldives","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","121.7","","C","","","","","","","","","","183.6","","C","193.3","","C","189.1","","C","187.3","","C","143.9","","C","132.3","","C"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","","",""," "," "," "," "," "," "," "," "," "
"466","Mali","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," ","33.1","","C","37.4","","E","38.6","","C","42.0","","C","44.1","","C","45.8","","C","51.4","","C","54.6","","E","57.2","","C","58.7","","C","61.7","","C","62.4","","C","58.7","","C","58.8","","C","","",""," "," "," "," "," "," "," "," "," "
"470","Malta","743","N","Primary completion rate, both sexes","94.1","","C","92.0","","C","93.9","","C","96.0","","C","94.8","","C","90.1","","C","89.7","","C","87.8","","C","88.9","","C","90.9","","C","94.2","","C","94.0","","C","96.2","","C","96.3","","C","95.5","","C","93.3","","C","97.6","","C","94.2","","C","95.4","","C","87.6","","C","90.8","","C","92.0","","C","87.5","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"584","Marshall Islands","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.5","","C","","","","","","","114.3","","C","103.7","","C","","","","110.2","","C","114.7","","C","117.0","","C","114.3","","C","109.1","","C","","","","99.8","","C","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"474","Martinique","743","N","Primary completion rate, both sexes","","","","","","","106.3","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"478","Mauritania","743","N","Primary completion rate, both sexes","28.8","","C","32.4","","C","31.3","","C","32.8","","C","32.4","","C","33.3","","C","34.1","","C","38.4","","C","43.7","","C","44.9","","C","","","","45.1","","C","42.7","","C"," "," "," "," "," "," ","42.5","","C","43.6","","C","55.0","","C"," "," "," ","67.4","","C"," "," "," ","","","","68.7","","C","70.9","","C","","",""," "," "," "," "," "," "," "," "," "
"480","Mauritius","743","N","Primary completion rate, both sexes","113.6","","C","114.1","","C","109.7","","C","102.0","","C","97.5","","C","95.9","","C","93.8","","C","93.8","","C","97.4","","C","102.6","","C","102.8","","C","102.4","","C","99.8","","C","101.7","","C","99.2","","C","100.8","","C","98.1","","C","100.7","","C","100.5","","C","98.5","","C","103.6","","C","102.3","","C","99.3","","C","101.5","","C","","",""," "," "," "," "," "," "," "," "," "
"175","Mayotte","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"484","Mexico","743","N","Primary completion rate, both sexes","86.6","","C","86.2","","C","87.9","","C","89.0","","C","90.5","","C","93.3","","C","94.9","","C","94.9","","C","","","","94.6","","C","95.0","","C","95.1","","C","96.0","","C","95.4","","C","96.5","","C","96.6","","C","96.3","","C","96.5","","C","95.2","","C","92.9","","C","92.7","","C","92.7","","C","99.1","","C","103.2","","C","","",""," "," "," "," "," "," "," "," "," "
"583","Micronesia, Federated States of","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"492","Monaco","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"496","Mongolia","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","74.7","","C","79.6","","C","77.1","","C","88.6","","C","86.8","","C","86.9","","C","92.0","","C","99.4","","C","101.0","","C","97.8","","C","96.2","","C"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","",""," "," "," "," "," "," "," "," "," "
"499","Montenegro","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.1","","C","101.0","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"500","Montserrat","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," ","87.5","","C","","","","59.3","","C","110.5","","C","108.6","","E","68.9","","C","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"504","Morocco","743","N","Primary completion rate, both sexes","50.2","","C","46.7","","C","45.3","","C","45.6","","C","45.8","","C","47.4","","C","48.1","","C","49.8","","C","53.0","","C","54.9","","C","57.7","","C","59.2","","C","61.6","","C","65.9","","C","73.4","","C","78.0","","C","81.6","","C","81.8","","C","80.4","","C","79.8","","C","83.9","","C","88.9","","C","99.3","","C","98.9","","C","100.7","","C"," "," "," "," "," "," "," "," "," "
"508","Mozambique","743","N","Primary completion rate, both sexes","26.5","","C","26.7","","C","24.9","","C","24.9","","C","25.4","","C","25.9","","C","","","","","","","","","","14.0","","C","16.1","","C","18.8","","C","22.2","","C","","","","29.3","","C","41.2","","C","41.0","","C","45.6","","C","58.7","","C","56.3","","C","60.3","","C","55.7","","C","52.2","","C","49.2","","C","","",""," "," "," "," "," "," "," "," "," "
"104","Myanmar","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.8","","C","75.9","","C","75.3","","C","76.4","","C","79.0","","C","81.6","","C","","","","88.1","","C","89.2","","C","91.3","","C","92.0","","C","95.0","","C","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"516","Namibia","743","N","Primary completion rate, both sexes","","","","","","","74.1","","C","","","","72.0","","C","69.4","","C","77.6","","C","","","","95.9","","C","94.5","","C","91.2","","C","93.8","","E","92.4","","E","92.8","","E","85.3","","E","85.3","","C","82.4","","C","","","","78.7","","C","84.3","","C","81.2","","C","","","","85.4","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"520","Nauru","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.0","","C","","","","","","","","","","","","","","","","97.3","","C","","","","","","","","","","","","","94.9","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"524","Nepal","743","N","Primary completion rate, both sexes","","","","54.8","","C","60.1","","C","","","","","","","","","","","","","","","","","","","66.4","","C","69.5","","C","69.9","","C","75.7","","C","77.4","","C","77.5","","E","80.7","","E","81.1","","C","","","","81.9","","C","","","","","","","","","","101.0","","C","99.8","","C","101.6","","C"," "," "," "," "," "," "," "," "," "
"528","Netherlands","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6","","C","98.5","","C","98.9","","C","101.2","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"530","Netherlands Antilles","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"540","New Caledonia","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"554","New Zealand","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"558","Nicaragua","743","N","Primary completion rate, both sexes","39.2","","C","42.2","","C","44.4","","C","48.7","","C","53.7","","C","49.2","","C","","","","","","","","","","66.9","","C","65.8","","C","66.2","","C","72.8","","C","71.6","","E","71.4","","C","74.0","","C","74.7","","C","75.7","","C","75.4","","C","","","","80.4","","C","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"562","Niger","743","N","Primary completion rate, both sexes","17.0","","C","18.1","","C","19.0","","C","16.9","","C","","","","14.2","","C","14.6","","C","18.8","","C","19.8","","C","20.4","","C","19.2","","C","20.2","","C","21.9","","C","21.3","","C","27.6","","C","30.5","","C","33.3","","C","40.4","","C","38.9","","C","41.1","","C","40.9","","C","45.5","","C","49.3","","C","49.6","","C","","",""," "," "," "," "," "," "," "," "," "
"566","Nigeria","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.5","","C","82.6","","C","90.6","","C","80.5","","C","69.4","","E","73.3","","E","76.0","","E","","","","","",""," "," "," ","","",""," "," "," "," "," "," "," "," "," "
"570","Niue","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","97.9","","C","85.4","","C","","","","105.0","","C","","","","","","","115.4","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"580","Northern Mariana Islands","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"578","Norway","743","N","Primary completion rate, both sexes","95.2","","C","100.0","","C","101.3","","C","100.0","","C","","","","","","","","","","","","","97.7","","C","97.7","","C","98.0","","C","101.6","","C","102.8","","C","103.6","","C","102.7","","C","100.2","","C","97.6","","C","98.0","","C","99.4","","C","101.4","","C","99.4","","C","97.7","","C","99.3","","C","100.4","","C","","",""," "," "," "," "," "," "," "," "," "
